inventory_id,product_id,movement_type,movement_qty,movement_date
4882,4267,OUT,9,2024-09-09
4883,2551,OUT,16,2024-08-10
4884,3518,OUT,30,2023-12-10
4885,4219,IN,79,2024-08-03
4886,3607,IN,84,2023-02-04
4887,3507,OUT,17,2023-10-30
4888,3575,OUT,8,2023-09-19
4889,1080,OUT,73,2023-02-28
4890,3309,OUT,30,2024-03-22
4891,2828,OUT,42,2024-10-06
4892,1292,IN,69,2024-01-24
4893,3929,IN,57,2023-05-26
4894,2566,IN,80,2024-07-31
4895,951,IN,7,2023-02-19
4896,2167,IN,7,2024-01-02
4897,3704,IN,12,2023-06-01
4898,2784,IN,61,2023-07-10
4899,2874,IN,55,2023-11-24
4900,3276,OUT,16,2023-05-30
4901,2480,IN,9,2024-01-08
4902,2895,OUT,57,2024-03-21
4903,2127,OUT,3,2023-04-09
4904,609,IN,36,2023-06-14
4905,1226,OUT,80,2023-09-17
4906,926,IN,12,2023-04-11
4907,1374,OUT,41,2023-07-13
4908,780,IN,14,2024-09-22
4909,2902,IN,23,2023-04-30
4910,74,IN,33,2024-01-22
4911,2659,IN,1,2024-08-11
4912,615,OUT,18,2023-06-13
4913,4786,OUT,98,2023-12-03
4914,988,IN,59,2023-02-06
4915,3359,OUT,1,2024-07-31
4916,1919,OUT,47,2024-11-12
4917,1348,OUT,41,2023-12-10
4918,1810,OUT,76,2024-03-01
4919,2577,OUT,90,2024-04-07
4920,40,IN,84,2024-08-17
4921,774,OUT,49,2023-10-16
4922,3985,IN,67,2023-08-24
4923,3476,OUT,8,2023-06-30
4924,2359,OUT,30,2024-07-04
4925,1578,OUT,39,2024-07-08
4926,4403,IN,23,2024-07-02
4927,1135,OUT,31,2023-10-01
4928,2478,IN,79,2024-05-27
4929,1742,OUT,42,2024-08-09
4930,1647,OUT,86,2024-05-22
4931,984,IN,18,2023-03-03
4932,854,IN,65,2024-04-19
4933,4043,OUT,72,2023-05-31
4934,1545,OUT,74,2024-07-30
4935,3937,IN,70,2023-07-25
4936,235,OUT,61,2023-12-18
4937,317,IN,17,2023-02-24
4938,3747,IN,81,2023-11-17
4939,4065,OUT,19,2024-06-10
4940,383,OUT,22,2023-08-20
4941,628,IN,9,2024-05-23
4942,170,OUT,74,2024-08-17
4943,704,IN,84,2023-08-07
4944,4222,OUT,90,2023-06-07
4945,2911,IN,37,2024-06-25
4946,4825,OUT,80,2023-12-27
4947,272,IN,47,2024-09-12
4948,3836,IN,17,2023-03-21
4949,3823,OUT,90,2024-05-07
4950,4163,OUT,30,2023-06-27
4951,1140,OUT,54,2024-11-29
4952,4460,IN,94,2023-10-15
4953,132,OUT,52,2024-06-02
4954,4099,OUT,85,2023-10-18
4955,790,OUT,83,2023-12-18
4956,2277,OUT,47,2024-07-07
4957,683,OUT,66,2024-05-13
4958,2158,OUT,6,2023-06-07
4959,1945,IN,43,2024-01-05
4960,3562,IN,51,2023-08-04
4961,2344,IN,28,2024-04-02
4962,4015,IN,92,2024-04-04
4963,657,IN,40,2024-03-21
4964,3557,IN,55,2023-11-05
4965,1930,IN,46,2023-01-28
4966,448,IN,61,2023-04-30
4967,3268,OUT,4,2023-12-04
4968,1799,IN,34,2024-11-17
4969,235,OUT,76,2023-04-25
4970,2106,OUT,90,2023-09-06
4971,4590,OUT,86,2024-02-05
4972,2118,OUT,30,2024-01-02
4973,4072,OUT,74,2024-04-27
4974,2193,OUT,8,2023-04-08
4975,1904,IN,73,2023-03-16
4976,4217,OUT,77,2024-07-09
4977,2559,OUT,68,2024-06-01
4978,4183,IN,33,2024-05-28
4979,4010,OUT,27,2023-08-28
4980,4306,OUT,10,2024-10-27
4981,2244,OUT,66,2023-11-06
4982,3981,OUT,88,2024-07-02
4983,2255,IN,53,2024-08-19
4984,1810,OUT,94,2023-10-08
4985,2969,OUT,86,2024-03-18
4986,441,IN,2,2024-01-11
4987,4745,OUT,58,2024-12-15
4988,1850,IN,13,2024-01-24
4989,3307,IN,82,2024-04-30
4990,1056,IN,35,2024-06-24
4991,4326,OUT,5,2023-02-14
4992,4208,OUT,67,2024-10-07
4993,2286,IN,40,2023-07-16
4994,3901,OUT,70,2023-10-10
4995,3587,OUT,6,2023-02-15
4996,4720,IN,95,2024-01-18
4997,2488,IN,34,2023-02-22
4998,3811,IN,8,2023-05-08
4999,1457,OUT,74,2023-06-03
5000,737,IN,88,2024-02-09
5001,986,IN,85,2023-01-04
5002,21,IN,69,2023-08-19
5003,963,IN,38,2024-07-07
5004,3049,OUT,32,2024-05-04
5005,3358,IN,92,2024-07-01
5006,2009,IN,99,2024-08-22
5007,331,OUT,74,2023-04-14
5008,315,OUT,72,2023-03-31
5009,3645,IN,92,2024-06-26
5010,1063,OUT,1,2023-05-29
5011,745,OUT,84,2023-02-05
5012,3030,IN,81,2023-06-20
5013,1628,IN,18,2023-07-19
5014,3488,OUT,66,2023-05-02
5015,1095,IN,44,2024-09-14
5016,2291,IN,58,2023-10-10
5017,1831,OUT,45,2023-01-13
5018,197,IN,60,2023-03-28
5019,4059,OUT,65,2024-06-18
5020,1544,OUT,88,2024-10-17
5021,1116,IN,70,2023-06-22
5022,3287,OUT,92,2024-12-16
5023,2383,OUT,68,2023-02-11
5024,3264,OUT,29,2023-12-27
5025,3808,OUT,17,2024-04-19
5026,147,IN,35,2024-08-09
5027,4255,OUT,56,2024-01-23
5028,283,IN,85,2023-02-22
5029,2886,IN,18,2023-04-02
5030,216,IN,8,2023-03-20
5031,270,OUT,89,2024-08-30
5032,3144,IN,58,2023-07-10
5033,998,OUT,58,2023-07-16
5034,729,OUT,15,2024-06-23
5035,1115,OUT,12,2023-09-06
5036,316,OUT,36,2023-01-01
5037,2508,IN,63,2023-11-04
5038,1743,OUT,23,2024-02-26
5039,2279,OUT,8,2024-07-30
5040,2033,OUT,19,2024-09-26
5041,3444,IN,14,2024-06-28
5042,807,OUT,35,2023-10-01
5043,1426,IN,99,2023-03-02
5044,4376,OUT,20,2023-08-02
5045,916,OUT,87,2024-05-08
5046,4458,IN,34,2024-04-15
5047,2513,OUT,79,2024-08-05
5048,4417,OUT,44,2024-10-21
5049,1089,OUT,69,2023-05-13
5050,4333,OUT,90,2023-04-06
5051,987,OUT,46,2024-07-29
5052,1369,OUT,54,2023-10-14
5053,936,OUT,36,2024-01-04
5054,542,IN,32,2023-09-14
5055,2750,IN,47,2023-05-19
5056,642,OUT,93,2024-09-10
5057,3423,OUT,48,2024-07-12
5058,2232,OUT,82,2024-12-23
5059,3334,IN,52,2024-04-02
5060,1981,IN,8,2023-11-23
5061,1251,OUT,94,2024-04-30
5062,702,OUT,20,2024-01-05
5063,630,OUT,37,2024-01-09
5064,3619,IN,10,2023-06-11
5065,378,IN,85,2024-07-29
5066,133,OUT,96,2023-03-21
5067,3218,IN,84,2023-12-03
5068,1593,IN,85,2024-09-12
5069,4526,OUT,46,2023-02-01
5070,2953,IN,33,2023-09-14
5071,3873,OUT,71,2023-11-11
5072,3700,IN,27,2024-11-12
5073,2764,IN,31,2023-11-17
5074,519,IN,61,2023-02-11
5075,1746,OUT,5,2023-12-14
5076,2648,IN,12,2023-12-23
5077,3863,IN,62,2024-05-24
5078,424,IN,37,2024-06-30
5079,4434,OUT,45,2024-12-05
5080,686,IN,22,2024-11-08
5081,67,OUT,36,2024-04-17
5082,1945,OUT,15,2024-06-16
5083,3957,IN,58,2024-04-05
5084,3597,IN,4,2023-03-03
5085,4041,OUT,56,2024-07-01
5086,991,OUT,64,2024-02-28
5087,1982,IN,29,2023-06-30
5088,4844,IN,29,2024-04-04
5089,4076,OUT,35,2023-09-05
5090,662,IN,54,2023-11-13
5091,1090,OUT,73,2024-09-26
5092,379,OUT,95,2023-02-16
5093,313,OUT,35,2023-06-20
5094,465,IN,83,2024-12-01
5095,1588,OUT,85,2023-09-07
5096,4143,OUT,95,2024-01-28
5097,1670,IN,24,2024-01-03
5098,2930,IN,39,2024-07-13
5099,789,IN,3,2024-09-08
5100,4293,IN,4,2023-04-25
5101,4617,IN,40,2024-01-22
5102,477,IN,55,2024-01-02
5103,3929,IN,13,2023-11-15
5104,4024,OUT,45,2023-08-17
5105,1862,IN,41,2023-12-24
5106,487,IN,87,2023-12-11
5107,158,IN,7,2024-09-07
5108,4757,IN,4,2024-07-14
5109,3580,OUT,98,2023-10-24
5110,1395,IN,45,2023-11-12
5111,3459,OUT,29,2024-03-06
5112,2333,IN,39,2024-08-15
5113,1140,OUT,95,2023-04-15
5114,3756,OUT,51,2023-05-09
5115,1661,OUT,61,2024-12-07
5116,2690,IN,86,2023-02-26
5117,3300,IN,56,2023-10-28
5118,4756,OUT,55,2023-09-08
5119,1823,IN,94,2023-04-22
5120,1177,IN,50,2024-08-24
5121,2824,OUT,56,2023-07-08
5122,967,OUT,26,2023-07-09
5123,2282,IN,58,2023-04-29
5124,1735,OUT,14,2024-03-10
5125,4543,IN,65,2024-10-25
5126,4736,OUT,98,2023-12-14
5127,992,OUT,86,2024-03-20
5128,4894,OUT,9,2023-01-18
5129,3782,IN,86,2024-11-09
5130,1155,OUT,17,2023-02-06
5131,2077,IN,15,2024-02-03
5132,2580,IN,62,2023-02-13
5133,1617,IN,1,2023-07-07
5134,2520,OUT,2,2024-12-28
5135,1713,OUT,11,2024-01-27
5136,216,OUT,21,2023-02-16
5137,4775,IN,75,2024-12-18
5138,1641,IN,43,2024-09-29
5139,1280,IN,52,2024-01-13
5140,4998,OUT,51,2024-04-07
5141,1303,IN,9,2023-06-03
5142,1570,IN,35,2024-05-09
5143,2654,OUT,15,2023-06-15
5144,1705,IN,46,2023-01-05
5145,100,OUT,82,2023-03-09
5146,2439,OUT,80,2024-07-20
5147,2917,OUT,35,2024-07-12
5148,3549,IN,87,2024-10-11
5149,1469,OUT,25,2023-07-30
5150,2825,OUT,22,2023-02-01
5151,661,IN,50,2023-02-25
5152,4337,IN,86,2024-02-10
5153,3157,OUT,84,2024-02-04
5154,876,OUT,37,2023-01-08
5155,2807,IN,5,2024-07-30
5156,3414,IN,18,2024-05-07
5157,942,OUT,37,2024-07-13
5158,1078,OUT,57,2023-06-06
5159,1471,OUT,42,2023-12-17
5160,2573,OUT,5,2023-12-21
5161,4835,OUT,88,2023-12-09
5162,3065,IN,51,2024-01-29
5163,1977,OUT,31,2024-05-27
5164,3215,OUT,26,2024-08-09
5165,2602,IN,45,2024-09-14
5166,799,IN,23,2023-10-14
5167,2919,OUT,84,2023-09-19
5168,399,IN,46,2024-07-01
5169,3569,OUT,78,2023-11-20
5170,1119,OUT,53,2023-08-19
5171,1289,OUT,46,2023-01-30
5172,4943,OUT,31,2024-04-16
5173,2395,IN,95,2023-09-27
5174,2049,OUT,13,2023-02-20
5175,2545,OUT,59,2024-08-11
5176,3202,IN,78,2024-08-26
5177,3877,OUT,83,2023-01-29
5178,3565,IN,1,2024-09-15
5179,84,OUT,32,2023-05-07
5180,4317,OUT,85,2024-06-10
5181,4060,OUT,98,2023-09-19
5182,689,IN,48,2023-07-17
5183,3937,IN,64,2023-11-18
5184,413,IN,88,2024-11-11
5185,1544,IN,18,2023-01-23
5186,2021,OUT,10,2024-10-29
5187,1472,IN,69,2023-10-11
5188,426,IN,14,2024-03-25
5189,4050,IN,68,2023-07-08
5190,1165,OUT,45,2023-06-14
5191,3172,IN,14,2023-05-11
5192,3449,OUT,10,2023-08-18
5193,522,IN,4,2023-11-28
5194,2352,IN,46,2023-06-09
5195,3111,IN,60,2024-12-09
5196,1068,IN,34,2023-03-14
5197,2076,OUT,96,2024-11-14
5198,765,OUT,20,2023-02-08
5199,1213,OUT,23,2023-10-12
5200,2339,OUT,50,2024-12-29
5201,4883,OUT,61,2024-03-18
5202,4575,IN,82,2024-08-13
5203,4302,OUT,84,2023-01-19
5204,928,OUT,69,2023-12-30
5205,401,IN,6,2024-01-13
5206,4055,IN,32,2024-09-29
5207,4474,OUT,18,2023-01-17
5208,3182,OUT,18,2024-10-31
5209,2982,OUT,40,2024-04-11
5210,2181,IN,47,2023-01-01
5211,3312,OUT,26,2023-04-20
5212,4577,IN,24,2023-06-23
5213,644,IN,61,2024-06-21
5214,2095,OUT,72,2024-08-27
5215,2095,OUT,17,2023-05-05
5216,2858,OUT,35,2023-05-16
5217,3602,OUT,51,2023-03-25
5218,2860,IN,65,2024-01-25
5219,2499,OUT,98,2023-03-06
5220,460,OUT,42,2024-02-02
5221,1119,IN,66,2023-01-29
5222,4079,OUT,69,2024-08-23
5223,1455,OUT,75,2023-01-20
5224,3093,OUT,7,2023-01-16
5225,1148,OUT,91,2023-07-30
5226,3502,IN,18,2023-04-11
5227,2591,IN,68,2024-09-13
5228,4568,IN,43,2023-04-17
5229,2041,OUT,48,2023-11-14
5230,454,OUT,36,2024-11-30
5231,3726,IN,97,2023-11-18
5232,4081,OUT,86,2023-01-24
5233,1741,OUT,37,2024-04-08
5234,969,IN,79,2023-06-18
5235,3126,OUT,91,2024-06-01
5236,142,IN,23,2023-01-12
5237,2629,OUT,93,2023-06-07
5238,4953,OUT,32,2024-03-04
5239,2749,IN,61,2023-08-25
5240,2987,IN,16,2023-03-17
5241,2447,OUT,51,2024-09-10
5242,4306,OUT,90,2023-01-28
5243,4722,OUT,18,2024-07-29
5244,824,IN,45,2024-02-15
5245,3932,IN,77,2024-06-06
5246,4268,IN,86,2024-04-12
5247,1888,OUT,27,2024-03-10
5248,690,IN,91,2024-04-25
5249,111,OUT,63,2023-09-15
5250,3258,IN,75,2024-08-09
5251,3120,IN,83,2024-05-03
5252,833,OUT,38,2023-04-27
5253,2850,OUT,52,2023-03-12
5254,126,OUT,16,2023-03-23
5255,4325,OUT,35,2023-06-15
5256,3996,OUT,60,2024-04-20
5257,4265,OUT,91,2024-02-21
5258,1357,OUT,17,2024-03-19
5259,3356,IN,24,2024-06-02
5260,2131,OUT,26,2023-07-31
5261,1636,IN,37,2024-08-26
5262,3303,IN,42,2023-08-11
5263,1376,IN,26,2023-10-23
5264,1366,OUT,50,2024-07-30
5265,2204,IN,40,2024-04-04
5266,603,IN,82,2024-03-22
5267,5000,OUT,76,2024-12-18
5268,2202,OUT,69,2023-05-21
5269,2516,OUT,9,2023-10-23
5270,3184,OUT,64,2023-03-10
5271,1477,IN,47,2024-03-06
5272,3525,IN,90,2023-03-01
5273,2613,IN,57,2023-01-08
5274,2197,OUT,42,2024-04-16
5275,2229,IN,58,2024-04-27
5276,283,IN,17,2024-08-06
5277,2152,IN,68,2024-08-01
5278,1545,OUT,66,2024-04-01
5279,2006,OUT,54,2024-09-04
5280,295,OUT,84,2024-03-21
5281,4762,OUT,33,2023-07-04
5282,1953,OUT,44,2023-07-17
5283,3287,OUT,90,2023-04-06
5284,4141,OUT,53,2024-10-06
5285,1332,OUT,4,2024-11-18
5286,1105,OUT,8,2023-06-02
5287,3176,OUT,55,2023-10-22
5288,3090,OUT,47,2023-07-30
5289,97,OUT,23,2023-05-25
5290,3845,OUT,39,2024-01-19
5291,127,IN,64,2023-05-04
5292,956,OUT,94,2024-07-16
5293,2534,OUT,80,2024-11-23
5294,3057,IN,1,2023-03-16
5295,2007,OUT,69,2023-06-06
5296,4900,OUT,7,2023-08-20
5297,2806,OUT,93,2024-12-09
5298,1564,IN,51,2024-08-03
5299,24,IN,71,2024-12-14
5300,1550,IN,66,2024-04-16
5301,2833,IN,25,2023-07-29
5302,4946,OUT,83,2024-02-16
5303,4497,OUT,55,2023-11-14
5304,2107,OUT,17,2024-05-14
5305,2835,IN,44,2023-08-18
5306,262,IN,19,2023-09-28
5307,1928,IN,51,2023-12-29
5308,2304,IN,25,2023-01-31
5309,3133,IN,62,2023-08-12
5310,3113,IN,42,2024-10-16
5311,4787,IN,17,2023-03-03
5312,4019,OUT,83,2024-02-11
5313,919,OUT,71,2024-07-17
5314,1331,OUT,96,2023-10-11
5315,3442,OUT,91,2023-08-31
5316,4144,OUT,12,2023-08-08
5317,2960,OUT,58,2024-03-08
5318,2030,IN,61,2024-03-07
5319,536,IN,83,2023-09-14
5320,909,OUT,99,2024-03-28
5321,2808,OUT,86,2023-07-03
5322,1543,OUT,7,2024-10-03
5323,3041,OUT,94,2023-04-25
5324,4859,IN,19,2023-03-12
5325,4138,OUT,6,2024-09-19
5326,1401,IN,72,2023-02-08
5327,1165,IN,87,2024-09-20
5328,5,OUT,82,2023-03-16
5329,984,OUT,70,2024-10-24
5330,2657,OUT,25,2024-11-29
5331,315,OUT,57,2023-04-03
5332,1508,IN,9,2023-04-19
5333,1676,IN,97,2024-05-21
5334,1235,OUT,15,2023-07-05
5335,4918,OUT,48,2023-02-27
5336,164,IN,15,2024-11-23
5337,336,OUT,85,2024-11-02
5338,1614,IN,3,2023-09-05
5339,1026,IN,15,2023-12-04
5340,2189,IN,84,2023-12-11
5341,420,IN,32,2023-08-13
5342,1081,IN,65,2024-09-14
5343,2616,IN,16,2023-07-18
5344,2573,IN,28,2024-08-19
5345,979,IN,93,2024-10-04
5346,855,IN,94,2024-08-24
5347,1056,IN,92,2024-09-30
5348,2409,OUT,81,2023-02-26
5349,1804,OUT,67,2024-12-02
5350,4280,OUT,97,2023-07-28
5351,1145,OUT,70,2024-07-09
5352,3673,IN,19,2023-05-12
5353,2357,IN,9,2023-04-20
5354,1025,OUT,6,2024-04-08
5355,3742,OUT,14,2023-09-19
5356,2121,OUT,54,2024-04-18
5357,1389,IN,83,2024-10-22
5358,2565,IN,11,2023-08-20
5359,1552,IN,66,2024-10-30
5360,765,OUT,46,2023-05-01
5361,4692,IN,13,2024-05-28
5362,4842,OUT,49,2023-06-01
5363,1170,IN,76,2023-07-28
5364,2105,OUT,36,2023-09-10
5365,2908,OUT,10,2023-09-17
5366,729,IN,16,2023-10-21
5367,2076,OUT,10,2023-12-15
5368,210,IN,48,2023-06-04
5369,1836,OUT,20,2024-02-07
5370,4443,OUT,84,2024-06-08
5371,2581,IN,37,2024-11-27
5372,2014,IN,65,2024-07-15
5373,4629,OUT,75,2023-07-17
5374,1044,IN,7,2023-10-15
5375,3134,OUT,89,2023-03-16
5376,1449,IN,97,2023-11-07
5377,1567,OUT,59,2024-11-03
5378,3781,IN,39,2024-06-22
5379,4411,IN,34,2023-01-07
5380,3676,OUT,19,2024-07-24
5381,757,OUT,97,2024-12-27
5382,3105,OUT,14,2024-11-30
5383,4984,OUT,60,2023-12-11
5384,2894,OUT,35,2023-08-08
5385,3119,IN,80,2024-09-28
5386,2697,OUT,79,2024-05-07
5387,3032,OUT,87,2024-08-20
5388,2004,OUT,46,2023-07-11
5389,1469,OUT,65,2024-11-22
5390,1140,OUT,81,2024-08-10
5391,2997,OUT,10,2023-05-26
5392,3547,OUT,48,2024-03-21
5393,3643,OUT,36,2024-10-05
5394,3937,IN,7,2023-02-11
5395,2873,IN,41,2024-04-30
5396,3662,OUT,89,2024-04-15
5397,33,OUT,13,2024-11-11
5398,438,OUT,65,2024-06-13
5399,1160,IN,37,2023-07-25
5400,4095,OUT,20,2023-06-30
5401,2495,IN,81,2024-03-09
5402,3671,OUT,65,2023-01-19
5403,4801,OUT,29,2024-03-11
5404,4152,OUT,18,2024-05-26
5405,2261,OUT,16,2024-05-04
5406,3779,OUT,41,2023-11-21
5407,1394,IN,13,2024-12-08
5408,897,OUT,89,2024-02-03
5409,2885,IN,25,2023-08-21
5410,1877,IN,94,2024-12-28
5411,1449,OUT,52,2024-05-03
5412,2465,IN,16,2023-08-14
5413,3122,IN,48,2023-04-11
5414,2253,OUT,61,2024-10-31
5415,3356,OUT,79,2024-03-25
5416,278,IN,54,2024-04-03
5417,3490,OUT,48,2023-02-24
5418,502,OUT,8,2024-08-10
5419,3682,OUT,40,2023-12-20
5420,3542,IN,93,2024-07-23
5421,1945,OUT,54,2024-01-13
5422,3348,IN,78,2023-01-07
5423,659,OUT,90,2024-01-22
5424,1669,OUT,87,2024-01-23
5425,4662,OUT,2,2024-08-18
5426,704,OUT,40,2024-05-09
5427,687,IN,88,2023-03-22
5428,1014,IN,67,2024-09-23
5429,4991,IN,33,2024-11-04
5430,4218,OUT,42,2024-05-16
5431,2415,OUT,75,2024-08-25
5432,3457,OUT,46,2023-05-09
5433,3693,IN,53,2024-01-31
5434,1604,OUT,61,2023-12-13
5435,430,IN,83,2024-03-04
5436,2849,OUT,84,2024-08-31
5437,2797,OUT,6,2024-04-24
5438,1670,IN,42,2024-05-07
5439,3887,OUT,13,2023-06-26
5440,2796,OUT,30,2023-09-21
5441,3218,OUT,40,2023-08-11
5442,3676,OUT,41,2023-08-11
5443,332,OUT,22,2024-11-27
5444,1205,OUT,4,2024-03-01
5445,1142,IN,84,2023-08-05
5446,4892,IN,18,2023-04-01
5447,1026,OUT,68,2023-01-26
5448,201,IN,4,2023-10-12
5449,4699,OUT,38,2023-08-19
5450,3317,IN,67,2024-03-14
5451,340,OUT,40,2023-10-09
5452,779,IN,15,2023-08-20
5453,658,OUT,33,2023-04-05
5454,3310,IN,18,2024-10-18
5455,1937,IN,38,2023-06-21
5456,3935,OUT,95,2024-10-27
5457,300,OUT,93,2024-05-05
5458,3789,OUT,43,2023-10-15
5459,2007,IN,93,2024-07-28
5460,2278,OUT,48,2023-06-24
5461,2533,OUT,50,2023-02-12
5462,941,IN,53,2024-06-15
5463,179,IN,46,2023-02-07
5464,489,OUT,64,2023-09-28
5465,3062,OUT,72,2023-11-28
5466,960,IN,87,2023-02-01
5467,3090,OUT,48,2024-02-22
5468,2137,OUT,64,2023-12-10
5469,408,OUT,27,2023-09-29
5470,70,IN,88,2023-01-25
5471,896,OUT,26,2023-12-13
5472,1073,IN,11,2024-01-01
5473,99,OUT,76,2023-06-26
5474,249,OUT,23,2024-02-01
5475,4335,IN,26,2023-09-12
5476,4818,OUT,15,2023-03-27
5477,846,IN,97,2024-02-27
5478,199,OUT,25,2024-06-27
5479,1385,IN,99,2024-07-18
5480,2504,IN,40,2024-06-05
5481,4173,IN,90,2024-03-29
5482,4915,IN,72,2023-06-06
5483,4392,IN,51,2023-02-09
5484,2703,IN,43,2023-05-28
5485,3903,IN,51,2023-09-08
5486,384,IN,64,2024-03-14
5487,3311,OUT,35,2023-04-27
5488,3246,IN,50,2023-04-13
5489,2621,OUT,96,2023-09-10
5490,3052,IN,96,2023-10-22
5491,4724,OUT,47,2024-07-14
5492,3903,IN,87,2023-09-27
5493,2142,IN,61,2024-07-07
5494,465,IN,66,2023-10-21
5495,2250,OUT,91,2024-08-28
5496,400,IN,93,2024-05-31
5497,891,OUT,72,2023-11-26
5498,78,IN,30,2024-06-06
5499,4847,IN,67,2023-08-01
5500,4297,IN,55,2023-05-15
5501,1823,IN,28,2024-09-27
5502,2781,IN,65,2024-03-15
5503,1620,OUT,2,2024-08-22
5504,4606,OUT,31,2023-12-07
5505,4391,IN,81,2023-04-15
5506,1141,OUT,14,2024-08-14
5507,4439,OUT,37,2023-12-04
5508,1145,IN,69,2024-04-30
5509,4960,OUT,84,2023-05-22
5510,1288,OUT,30,2024-01-29
5511,2336,OUT,43,2023-01-16
5512,4219,OUT,72,2023-08-30
5513,4557,OUT,71,2023-10-30
5514,2396,OUT,47,2023-06-16
5515,3072,IN,21,2024-03-18
5516,3924,IN,81,2023-01-12
5517,48,IN,14,2024-02-13
5518,3142,OUT,67,2024-10-03
5519,1899,OUT,62,2023-04-18
5520,3516,IN,85,2023-02-10
5521,3156,IN,99,2024-09-22
5522,4060,IN,47,2023-03-05
5523,1754,IN,73,2023-12-26
5524,421,IN,34,2024-12-06
5525,2323,OUT,42,2024-11-17
5526,3778,IN,67,2024-10-23
5527,3066,IN,47,2023-12-21
5528,931,OUT,72,2024-09-30
5529,431,IN,94,2023-01-31
5530,87,IN,53,2023-05-18
5531,1773,OUT,65,2023-02-19
5532,2739,OUT,13,2024-12-07
5533,1452,IN,32,2023-04-19
5534,4548,OUT,58,2024-07-04
5535,811,OUT,83,2023-01-17
5536,1958,IN,66,2024-01-04
5537,2499,OUT,21,2024-05-02
5538,2910,OUT,56,2023-09-15
5539,2789,OUT,79,2024-11-12
5540,4644,IN,76,2024-11-05
5541,3654,OUT,3,2024-03-17
5542,1511,IN,38,2023-11-26
5543,571,IN,65,2024-08-09
5544,3493,OUT,27,2023-06-26
5545,608,OUT,31,2024-03-19
5546,2930,IN,21,2024-09-24
5547,2396,IN,74,2024-12-25
5548,1542,OUT,53,2023-08-14
5549,3688,OUT,44,2023-09-23
5550,3149,IN,86,2023-05-22
5551,3301,IN,86,2024-07-12
5552,2141,IN,5,2023-08-10
5553,2760,OUT,69,2024-02-23
5554,591,IN,72,2023-03-28
5555,1791,OUT,60,2023-03-08
5556,2080,IN,16,2024-08-06
5557,4096,OUT,72,2023-06-24
5558,1287,IN,66,2024-08-19
5559,3593,OUT,21,2023-07-04
5560,470,OUT,39,2024-02-14
5561,3752,OUT,65,2023-02-19
5562,1243,IN,49,2023-11-05
5563,3742,IN,54,2024-03-31
5564,1355,IN,49,2023-04-04
5565,4993,IN,28,2023-06-12
5566,2070,IN,70,2023-01-22
5567,2302,IN,35,2023-02-06
5568,5000,OUT,16,2023-04-29
5569,2513,IN,76,2023-01-18
5570,2012,IN,73,2024-01-28
5571,2671,IN,43,2023-06-17
5572,1330,IN,58,2023-07-20
5573,2410,IN,30,2024-02-13
5574,3050,IN,66,2024-12-12
5575,2161,OUT,31,2023-08-20
5576,2364,IN,55,2023-11-10
5577,3358,OUT,49,2024-07-23
5578,4735,OUT,96,2024-04-08
5579,189,IN,24,2024-06-25
5580,3326,IN,88,2024-08-07
5581,4632,OUT,38,2023-11-09
5582,4077,OUT,18,2023-01-25
5583,3634,IN,35,2023-10-09
5584,4144,IN,75,2023-07-18
5585,260,IN,65,2024-12-23
5586,1458,IN,35,2023-08-15
5587,3981,OUT,79,2023-01-06
5588,1607,OUT,4,2023-06-26
5589,4778,IN,66,2024-02-20
5590,2012,OUT,62,2023-09-25
5591,4256,IN,67,2024-01-06
5592,1613,OUT,47,2024-09-23
5593,1990,OUT,19,2023-06-13
5594,4743,OUT,71,2023-10-05
5595,4041,IN,41,2023-08-11
5596,1490,OUT,78,2023-08-22
5597,1078,IN,54,2024-05-27
5598,1099,OUT,35,2023-08-08
5599,636,IN,17,2023-05-04
5600,4461,IN,58,2023-08-18
5601,1708,OUT,41,2024-12-28
5602,1515,IN,82,2024-05-12
5603,3220,IN,77,2023-07-23
5604,3103,OUT,47,2024-08-26
5605,2038,IN,16,2024-09-11
5606,2366,OUT,17,2024-09-24
5607,2308,OUT,88,2023-03-08
5608,4473,IN,4,2023-10-09
5609,3833,IN,70,2024-10-18
5610,4760,OUT,6,2023-04-03
5611,875,OUT,55,2024-09-23
5612,624,IN,50,2023-11-24
5613,3678,OUT,13,2024-02-13
5614,485,OUT,52,2023-08-11
5615,3763,OUT,68,2024-05-13
5616,2595,IN,76,2023-10-15
5617,633,OUT,75,2024-02-13
5618,2676,IN,25,2024-03-23
5619,4537,OUT,12,2023-11-08
5620,1757,IN,29,2023-06-21
5621,410,OUT,46,2024-12-10
5622,734,IN,16,2023-10-24
5623,2932,IN,35,2024-12-10
5624,2758,IN,46,2024-12-21
5625,2133,IN,26,2023-06-30
5626,3011,IN,54,2024-05-02
5627,884,OUT,10,2024-01-17
5628,441,OUT,26,2024-07-29
5629,920,IN,52,2024-03-05
5630,402,OUT,53,2023-02-10
5631,975,OUT,26,2023-12-30
5632,3765,OUT,7,2023-08-30
5633,3224,IN,3,2024-09-07
5634,2805,OUT,71,2024-09-07
5635,2334,IN,19,2023-04-20
5636,994,IN,16,2023-12-11
5637,903,IN,8,2024-09-06
5638,3109,IN,38,2024-10-17
5639,3025,OUT,49,2024-08-23
5640,4864,IN,14,2023-12-12
5641,3762,OUT,55,2024-10-25
5642,4518,OUT,88,2023-01-19
5643,2793,OUT,13,2023-05-03
5644,1640,OUT,78,2023-11-17
